response_id,policy_id,insured_id,question_id,question_text,response_text,response_quality_label
QR-93594,POL-2021359,INS-10259,Q05,Describe your endpoint detection and response (EDR) deployment.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-93595,POL-2021359,INS-10259,Q06,Describe your patch management process and timelines for critical patches.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-93596,POL-2021359,INS-10259,Q07,Describe network segmentation between corporate and production environments.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-93597,POL-2021359,INS-10259,Q08,Describe your security awareness training program.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-93598,POL-2021359,INS-10259,Q09,Describe critical system recovery time objectives (RTO) and recovery point objectives (RPO).,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-93599,POL-2021359,INS-10259,Q10,Describe your business continuity plan for ransomware scenarios.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-93600,POL-2021360,INS-10260,Q01,Describe your incident response plan and last test date.,We have an incident response plan that was last reviewed in November 2022. The plan covers major incident types. Tabletop exercises are conducted annually. We do not currently have an external IR retainer but have relationships with two firms.,medium
QR-93601,POL-2021360,INS-10260,Q02,Describe your third-party vendor risk management program.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-93602,POL-2021360,INS-10260,Q03,Describe your data backup strategy and recovery testing cadence.,Production systems are backed up nightly. Backups are stored in a separate region. We perform restoration testing approximately twice per year on select systems. Documented RTO targets exist for most tier-1 applications.,medium
QR-93603,POL-2021360,INS-10260,Q04,"Describe MFA coverage across users, systems, and privileged accounts.",MFA is deployed for approximately 85% of users. Administrative accounts require MFA. Some legacy applications do not yet support MFA and are being remediated as part of our 2024 roadmap.,medium
QR-93604,POL-2021360,INS-10260,Q05,Describe your endpoint detection and response (EDR) deployment.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-93605,POL-2021360,INS-10260,Q06,Describe your patch management process and timelines for critical patches.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-93606,POL-2021360,INS-10260,Q07,Describe network segmentation between corporate and production environments.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-93607,POL-2021360,INS-10260,Q08,Describe your security awareness training program.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-93608,POL-2021360,INS-10260,Q09,Describe critical system recovery time objectives (RTO) and recovery point objectives (RPO).,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-93609,POL-2021360,INS-10260,Q10,Describe your business continuity plan for ransomware scenarios.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-93610,POL-2021361,INS-10261,Q01,Describe your incident response plan and last test date.,We have an incident response plan that was last reviewed in May 2023. The plan covers major incident types. Tabletop exercises are conducted annually. We do not currently have an external IR retainer but have relationships with two firms.,medium
QR-93611,POL-2021361,INS-10261,Q02,Describe your third-party vendor risk management program.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-93612,POL-2021361,INS-10261,Q03,Describe your data backup strategy and recovery testing cadence.,Production systems are backed up nightly. Backups are stored in a separate region. We perform restoration testing approximately twice per year on select systems. Documented RTO targets exist for most tier-1 applications.,medium
QR-93613,POL-2021361,INS-10261,Q04,"Describe MFA coverage across users, systems, and privileged accounts.",MFA is deployed for approximately 85% of users. Administrative accounts require MFA. Some legacy applications do not yet support MFA and are being remediated as part of our 2024 roadmap.,medium
QR-93614,POL-2021361,INS-10261,Q05,Describe your endpoint detection and response (EDR) deployment.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-93615,POL-2021361,INS-10261,Q06,Describe your patch management process and timelines for critical patches.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-93616,POL-2021361,INS-10261,Q07,Describe network segmentation between corporate and production environments.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-93617,POL-2021361,INS-10261,Q08,Describe your security awareness training program.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-93618,POL-2021361,INS-10261,Q09,Describe critical system recovery time objectives (RTO) and recovery point objectives (RPO).,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-93619,POL-2021361,INS-10261,Q10,Describe your business continuity plan for ransomware scenarios.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-93620,POL-2021362,INS-10262,Q01,Describe your incident response plan and last test date.,"We maintain a formal incident response plan aligned with NIST SP 800-61. The plan was last tested via tabletop exercise on September 2023 with executive participation. We engage an external IR retainer with a 4-hour SLA. Playbooks exist for ransomware, BEC, and insider threat scenarios.",high
QR-93621,POL-2021362,INS-10262,Q02,Describe your third-party vendor risk management program.,"This is a mature control area with documented procedures, regular testing, and continuous improvement based on metrics and threat intelligence.",high
QR-93622,POL-2021362,INS-10262,Q03,Describe your data backup strategy and recovery testing cadence.,All production systems are backed up daily with immutable storage in a separate cloud account. Backups are encrypted with customer-managed keys. We test full restoration of tier-1 systems quarterly; last test completed February 2023 with RTO of 8 hours achieved.,high
QR-93623,POL-2021362,INS-10262,Q04,"Describe MFA coverage across users, systems, and privileged accounts.",MFA is enforced for 100% of users via FIDO2 keys or authenticator apps. Privileged access requires hardware tokens. SaaS applications are integrated via SSO with conditional access policies. Service accounts use certificate-based authentication.,high
QR-93624,POL-2021362,INS-10262,Q05,Describe your endpoint detection and response (EDR) deployment.,"This is a mature control area with documented procedures, regular testing, and continuous improvement based on metrics and threat intelligence.",high
QR-93625,POL-2021362,INS-10262,Q06,Describe your patch management process and timelines for critical patches.,"This is a mature control area with documented procedures, regular testing, and continuous improvement based on metrics and threat intelligence.",high
QR-93626,POL-2021362,INS-10262,Q07,Describe network segmentation between corporate and production environments.,"This is a mature control area with documented procedures, regular testing, and continuous improvement based on metrics and threat intelligence.",high
QR-93627,POL-2021362,INS-10262,Q08,Describe your security awareness training program.,"This is a mature control area with documented procedures, regular testing, and continuous improvement based on metrics and threat intelligence.",high
QR-93628,POL-2021362,INS-10262,Q09,Describe critical system recovery time objectives (RTO) and recovery point objectives (RPO).,"This is a mature control area with documented procedures, regular testing, and continuous improvement based on metrics and threat intelligence.",high
QR-93629,POL-2021362,INS-10262,Q10,Describe your business continuity plan for ransomware scenarios.,"This is a mature control area with documented procedures, regular testing, and continuous improvement based on metrics and threat intelligence.",high
QR-93630,POL-2021363,INS-10263,Q01,Describe your incident response plan and last test date.,We have an incident response plan that was last reviewed in September 2019. The plan covers major incident types. Tabletop exercises are conducted annually. We do not currently have an external IR retainer but have relationships with two firms.,medium
QR-93631,POL-2021363,INS-10263,Q02,Describe your third-party vendor risk management program.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-93632,POL-2021363,INS-10263,Q03,Describe your data backup strategy and recovery testing cadence.,Production systems are backed up nightly. Backups are stored in a separate region. We perform restoration testing approximately twice per year on select systems. Documented RTO targets exist for most tier-1 applications.,medium
QR-93633,POL-2021363,INS-10263,Q04,"Describe MFA coverage across users, systems, and privileged accounts.",MFA is deployed for approximately 85% of users. Administrative accounts require MFA. Some legacy applications do not yet support MFA and are being remediated as part of our 2024 roadmap.,medium
QR-93634,POL-2021363,INS-10263,Q05,Describe your endpoint detection and response (EDR) deployment.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-93635,POL-2021363,INS-10263,Q06,Describe your patch management process and timelines for critical patches.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-93636,POL-2021363,INS-10263,Q07,Describe network segmentation between corporate and production environments.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-93637,POL-2021363,INS-10263,Q08,Describe your security awareness training program.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-93638,POL-2021363,INS-10263,Q09,Describe critical system recovery time objectives (RTO) and recovery point objectives (RPO).,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-93639,POL-2021363,INS-10263,Q10,Describe your business continuity plan for ransomware scenarios.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-93640,POL-2021364,INS-10264,Q01,Describe your incident response plan and last test date.,We have an incident response plan that was last reviewed in May 2023. The plan covers major incident types. Tabletop exercises are conducted annually. We do not currently have an external IR retainer but have relationships with two firms.,medium
QR-93641,POL-2021364,INS-10264,Q02,Describe your third-party vendor risk management program.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-93642,POL-2021364,INS-10264,Q03,Describe your data backup strategy and recovery testing cadence.,Production systems are backed up nightly. Backups are stored in a separate region. We perform restoration testing approximately twice per year on select systems. Documented RTO targets exist for most tier-1 applications.,medium
QR-93643,POL-2021364,INS-10264,Q04,"Describe MFA coverage across users, systems, and privileged accounts.",MFA is deployed for approximately 85% of users. Administrative accounts require MFA. Some legacy applications do not yet support MFA and are being remediated as part of our 2024 roadmap.,medium
QR-93644,POL-2021364,INS-10264,Q05,Describe your endpoint detection and response (EDR) deployment.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-93645,POL-2021364,INS-10264,Q06,Describe your patch management process and timelines for critical patches.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-93646,POL-2021364,INS-10264,Q07,Describe network segmentation between corporate and production environments.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-93647,POL-2021364,INS-10264,Q08,Describe your security awareness training program.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-93648,POL-2021364,INS-10264,Q09,Describe critical system recovery time objectives (RTO) and recovery point objectives (RPO).,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-93649,POL-2021364,INS-10264,Q10,Describe your business continuity plan for ransomware scenarios.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-93650,POL-2021365,INS-10265,Q01,Describe your incident response plan and last test date.,We have an incident response plan that was last reviewed in November 2021. The plan covers major incident types. Tabletop exercises are conducted annually. We do not currently have an external IR retainer but have relationships with two firms.,medium
QR-93651,POL-2021365,INS-10265,Q02,Describe your third-party vendor risk management program.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-93652,POL-2021365,INS-10265,Q03,Describe your data backup strategy and recovery testing cadence.,Production systems are backed up nightly. Backups are stored in a separate region. We perform restoration testing approximately twice per year on select systems. Documented RTO targets exist for most tier-1 applications.,medium
QR-93653,POL-2021365,INS-10265,Q04,"Describe MFA coverage across users, systems, and privileged accounts.",MFA is deployed for approximately 85% of users. Administrative accounts require MFA. Some legacy applications do not yet support MFA and are being remediated as part of our 2024 roadmap.,medium
QR-93654,POL-2021365,INS-10265,Q05,Describe your endpoint detection and response (EDR) deployment.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-93655,POL-2021365,INS-10265,Q06,Describe your patch management process and timelines for critical patches.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-93656,POL-2021365,INS-10265,Q07,Describe network segmentation between corporate and production environments.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-93657,POL-2021365,INS-10265,Q08,Describe your security awareness training program.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-93658,POL-2021365,INS-10265,Q09,Describe critical system recovery time objectives (RTO) and recovery point objectives (RPO).,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-93659,POL-2021365,INS-10265,Q10,Describe your business continuity plan for ransomware scenarios.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-93660,POL-2021366,INS-10266,Q01,Describe your incident response plan and last test date.,We have an incident response plan document. The plan is reviewed annually. We have not conducted a formal tabletop exercise in the past 18 months.,low
QR-93661,POL-2021366,INS-10266,Q02,Describe your third-party vendor risk management program.,This area is being developed. We expect to have more mature controls in place within the next 12-18 months.,low
QR-93662,POL-2021366,INS-10266,Q03,Describe your data backup strategy and recovery testing cadence.,Daily backups are performed. Backup recovery is tested when needed. RTO targets are being developed.,low
QR-93663,POL-2021366,INS-10266,Q04,"Describe MFA coverage across users, systems, and privileged accounts.",MFA is deployed for administrators and remote access. Coverage for all users is in progress.,low
QR-93664,POL-2021366,INS-10266,Q05,Describe your endpoint detection and response (EDR) deployment.,This area is being developed. We expect to have more mature controls in place within the next 12-18 months.,low
QR-93665,POL-2021366,INS-10266,Q06,Describe your patch management process and timelines for critical patches.,This area is being developed. We expect to have more mature controls in place within the next 12-18 months.,low
QR-93666,POL-2021366,INS-10266,Q07,Describe network segmentation between corporate and production environments.,This area is being developed. We expect to have more mature controls in place within the next 12-18 months.,low
QR-93667,POL-2021366,INS-10266,Q08,Describe your security awareness training program.,This area is being developed. We expect to have more mature controls in place within the next 12-18 months.,low
QR-93668,POL-2021366,INS-10266,Q09,Describe critical system recovery time objectives (RTO) and recovery point objectives (RPO).,This area is being developed. We expect to have more mature controls in place within the next 12-18 months.,low
QR-93669,POL-2021366,INS-10266,Q10,Describe your business continuity plan for ransomware scenarios.,This area is being developed. We expect to have more mature controls in place within the next 12-18 months.,low
QR-93670,POL-2021367,INS-10267,Q01,Describe your incident response plan and last test date.,We have an incident response plan document. The plan is reviewed annually. We have not conducted a formal tabletop exercise in the past 18 months.,low
QR-93671,POL-2021367,INS-10267,Q02,Describe your third-party vendor risk management program.,This area is being developed. We expect to have more mature controls in place within the next 12-18 months.,low
QR-93672,POL-2021367,INS-10267,Q03,Describe your data backup strategy and recovery testing cadence.,Daily backups are performed. Backup recovery is tested when needed. RTO targets are being developed.,low
QR-93673,POL-2021367,INS-10267,Q04,"Describe MFA coverage across users, systems, and privileged accounts.",MFA is deployed for administrators and remote access. Coverage for all users is in progress.,low
QR-93674,POL-2021367,INS-10267,Q05,Describe your endpoint detection and response (EDR) deployment.,This area is being developed. We expect to have more mature controls in place within the next 12-18 months.,low
QR-93675,POL-2021367,INS-10267,Q06,Describe your patch management process and timelines for critical patches.,This area is being developed. We expect to have more mature controls in place within the next 12-18 months.,low
QR-93676,POL-2021367,INS-10267,Q07,Describe network segmentation between corporate and production environments.,This area is being developed. We expect to have more mature controls in place within the next 12-18 months.,low
QR-93677,POL-2021367,INS-10267,Q08,Describe your security awareness training program.,This area is being developed. We expect to have more mature controls in place within the next 12-18 months.,low
QR-93678,POL-2021367,INS-10267,Q09,Describe critical system recovery time objectives (RTO) and recovery point objectives (RPO).,This area is being developed. We expect to have more mature controls in place within the next 12-18 months.,low
QR-93679,POL-2021367,INS-10267,Q10,Describe your business continuity plan for ransomware scenarios.,This area is being developed. We expect to have more mature controls in place within the next 12-18 months.,low
QR-93680,POL-2021368,INS-10268,Q01,Describe your incident response plan and last test date.,We have an incident response plan document. The plan is reviewed annually. We have not conducted a formal tabletop exercise in the past 18 months.,low
QR-93681,POL-2021368,INS-10268,Q02,Describe your third-party vendor risk management program.,This area is being developed. We expect to have more mature controls in place within the next 12-18 months.,low
QR-93682,POL-2021368,INS-10268,Q03,Describe your data backup strategy and recovery testing cadence.,Daily backups are performed. Backup recovery is tested when needed. RTO targets are being developed.,low
QR-93683,POL-2021368,INS-10268,Q04,"Describe MFA coverage across users, systems, and privileged accounts.",MFA is deployed for administrators and remote access. Coverage for all users is in progress.,low
QR-93684,POL-2021368,INS-10268,Q05,Describe your endpoint detection and response (EDR) deployment.,This area is being developed. We expect to have more mature controls in place within the next 12-18 months.,low
QR-93685,POL-2021368,INS-10268,Q06,Describe your patch management process and timelines for critical patches.,This area is being developed. We expect to have more mature controls in place within the next 12-18 months.,low
QR-93686,POL-2021368,INS-10268,Q07,Describe network segmentation between corporate and production environments.,This area is being developed. We expect to have more mature controls in place within the next 12-18 months.,low
QR-93687,POL-2021368,INS-10268,Q08,Describe your security awareness training program.,This area is being developed. We expect to have more mature controls in place within the next 12-18 months.,low
QR-93688,POL-2021368,INS-10268,Q09,Describe critical system recovery time objectives (RTO) and recovery point objectives (RPO).,This area is being developed. We expect to have more mature controls in place within the next 12-18 months.,low
QR-93689,POL-2021368,INS-10268,Q10,Describe your business continuity plan for ransomware scenarios.,This area is being developed. We expect to have more mature controls in place within the next 12-18 months.,low
QR-93690,POL-2021369,INS-10269,Q01,Describe your incident response plan and last test date.,We have an incident response plan that was last reviewed in February 2024. The plan covers major incident types. Tabletop exercises are conducted annually. We do not currently have an external IR retainer but have relationships with two firms.,medium
QR-93691,POL-2021369,INS-10269,Q02,Describe your third-party vendor risk management program.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-93692,POL-2021369,INS-10269,Q03,Describe your data backup strategy and recovery testing cadence.,Production systems are backed up nightly. Backups are stored in a separate region. We perform restoration testing approximately twice per year on select systems. Documented RTO targets exist for most tier-1 applications.,medium
QR-93693,POL-2021369,INS-10269,Q04,"Describe MFA coverage across users, systems, and privileged accounts.",MFA is deployed for approximately 85% of users. Administrative accounts require MFA. Some legacy applications do not yet support MFA and are being remediated as part of our 2024 roadmap.,medium
QR-93694,POL-2021369,INS-10269,Q05,Describe your endpoint detection and response (EDR) deployment.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-93695,POL-2021369,INS-10269,Q06,Describe your patch management process and timelines for critical patches.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-93696,POL-2021369,INS-10269,Q07,Describe network segmentation between corporate and production environments.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-93697,POL-2021369,INS-10269,Q08,Describe your security awareness training program.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-93698,POL-2021369,INS-10269,Q09,Describe critical system recovery time objectives (RTO) and recovery point objectives (RPO).,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-93699,POL-2021369,INS-10269,Q10,Describe your business continuity plan for ransomware scenarios.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-93700,POL-2021370,INS-10270,Q01,Describe your incident response plan and last test date.,"We maintain a formal incident response plan aligned with NIST SP 800-61. The plan was last tested via tabletop exercise on August 2021 with executive participation. We engage an external IR retainer with a 4-hour SLA. Playbooks exist for ransomware, BEC, and insider threat scenarios.",high
QR-93701,POL-2021370,INS-10270,Q02,Describe your third-party vendor risk management program.,"This is a mature control area with documented procedures, regular testing, and continuous improvement based on metrics and threat intelligence.",high
QR-93702,POL-2021370,INS-10270,Q03,Describe your data backup strategy and recovery testing cadence.,All production systems are backed up daily with immutable storage in a separate cloud account. Backups are encrypted with customer-managed keys. We test full restoration of tier-1 systems quarterly; last test completed August 2021 with RTO of 8 hours achieved.,high
QR-93703,POL-2021370,INS-10270,Q04,"Describe MFA coverage across users, systems, and privileged accounts.",MFA is enforced for 100% of users via FIDO2 keys or authenticator apps. Privileged access requires hardware tokens. SaaS applications are integrated via SSO with conditional access policies. Service accounts use certificate-based authentication.,high
QR-93704,POL-2021370,INS-10270,Q05,Describe your endpoint detection and response (EDR) deployment.,"This is a mature control area with documented procedures, regular testing, and continuous improvement based on metrics and threat intelligence.",high
QR-93705,POL-2021370,INS-10270,Q06,Describe your patch management process and timelines for critical patches.,"This is a mature control area with documented procedures, regular testing, and continuous improvement based on metrics and threat intelligence.",high
QR-93706,POL-2021370,INS-10270,Q07,Describe network segmentation between corporate and production environments.,"This is a mature control area with documented procedures, regular testing, and continuous improvement based on metrics and threat intelligence.",high
QR-93707,POL-2021370,INS-10270,Q08,Describe your security awareness training program.,"This is a mature control area with documented procedures, regular testing, and continuous improvement based on metrics and threat intelligence.",high
QR-93708,POL-2021370,INS-10270,Q09,Describe critical system recovery time objectives (RTO) and recovery point objectives (RPO).,"This is a mature control area with documented procedures, regular testing, and continuous improvement based on metrics and threat intelligence.",high
QR-93709,POL-2021370,INS-10270,Q10,Describe your business continuity plan for ransomware scenarios.,"This is a mature control area with documented procedures, regular testing, and continuous improvement based on metrics and threat intelligence.",high
QR-93710,POL-2021371,INS-10271,Q01,Describe your incident response plan and last test date.,We have an incident response plan that was last reviewed in December 2019. The plan covers major incident types. Tabletop exercises are conducted annually. We do not currently have an external IR retainer but have relationships with two firms.,medium
QR-93711,POL-2021371,INS-10271,Q02,Describe your third-party vendor risk management program.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-93712,POL-2021371,INS-10271,Q03,Describe your data backup strategy and recovery testing cadence.,Production systems are backed up nightly. Backups are stored in a separate region. We perform restoration testing approximately twice per year on select systems. Documented RTO targets exist for most tier-1 applications.,medium
QR-93713,POL-2021371,INS-10271,Q04,"Describe MFA coverage across users, systems, and privileged accounts.",MFA is deployed for approximately 85% of users. Administrative accounts require MFA. Some legacy applications do not yet support MFA and are being remediated as part of our 2024 roadmap.,medium
QR-93714,POL-2021371,INS-10271,Q05,Describe your endpoint detection and response (EDR) deployment.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-93715,POL-2021371,INS-10271,Q06,Describe your patch management process and timelines for critical patches.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-93716,POL-2021371,INS-10271,Q07,Describe network segmentation between corporate and production environments.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-93717,POL-2021371,INS-10271,Q08,Describe your security awareness training program.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-93718,POL-2021371,INS-10271,Q09,Describe critical system recovery time objectives (RTO) and recovery point objectives (RPO).,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-93719,POL-2021371,INS-10271,Q10,Describe your business continuity plan for ransomware scenarios.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-93720,POL-2021372,INS-10272,Q01,Describe your incident response plan and last test date.,We have an incident response plan document. The plan is reviewed annually. We have not conducted a formal tabletop exercise in the past 18 months.,low
QR-93721,POL-2021372,INS-10272,Q02,Describe your third-party vendor risk management program.,This area is being developed. We expect to have more mature controls in place within the next 12-18 months.,low
QR-93722,POL-2021372,INS-10272,Q03,Describe your data backup strategy and recovery testing cadence.,Daily backups are performed. Backup recovery is tested when needed. RTO targets are being developed.,low
QR-93723,POL-2021372,INS-10272,Q04,"Describe MFA coverage across users, systems, and privileged accounts.",MFA is deployed for administrators and remote access. Coverage for all users is in progress.,low
QR-93724,POL-2021372,INS-10272,Q05,Describe your endpoint detection and response (EDR) deployment.,This area is being developed. We expect to have more mature controls in place within the next 12-18 months.,low
QR-93725,POL-2021372,INS-10272,Q06,Describe your patch management process and timelines for critical patches.,This area is being developed. We expect to have more mature controls in place within the next 12-18 months.,low
QR-93726,POL-2021372,INS-10272,Q07,Describe network segmentation between corporate and production environments.,This area is being developed. We expect to have more mature controls in place within the next 12-18 months.,low
QR-93727,POL-2021372,INS-10272,Q08,Describe your security awareness training program.,This area is being developed. We expect to have more mature controls in place within the next 12-18 months.,low
QR-93728,POL-2021372,INS-10272,Q09,Describe critical system recovery time objectives (RTO) and recovery point objectives (RPO).,This area is being developed. We expect to have more mature controls in place within the next 12-18 months.,low
QR-93729,POL-2021372,INS-10272,Q10,Describe your business continuity plan for ransomware scenarios.,This area is being developed. We expect to have more mature controls in place within the next 12-18 months.,low
QR-93730,POL-2021373,INS-10273,Q01,Describe your incident response plan and last test date.,We have an incident response plan that was last reviewed in February 2021. The plan covers major incident types. Tabletop exercises are conducted annually. We do not currently have an external IR retainer but have relationships with two firms.,medium
QR-93731,POL-2021373,INS-10273,Q02,Describe your third-party vendor risk management program.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-93732,POL-2021373,INS-10273,Q03,Describe your data backup strategy and recovery testing cadence.,Production systems are backed up nightly. Backups are stored in a separate region. We perform restoration testing approximately twice per year on select systems. Documented RTO targets exist for most tier-1 applications.,medium
QR-93733,POL-2021373,INS-10273,Q04,"Describe MFA coverage across users, systems, and privileged accounts.",MFA is deployed for approximately 85% of users. Administrative accounts require MFA. Some legacy applications do not yet support MFA and are being remediated as part of our 2024 roadmap.,medium
QR-93734,POL-2021373,INS-10273,Q05,Describe your endpoint detection and response (EDR) deployment.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-93735,POL-2021373,INS-10273,Q06,Describe your patch management process and timelines for critical patches.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-93736,POL-2021373,INS-10273,Q07,Describe network segmentation between corporate and production environments.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-93737,POL-2021373,INS-10273,Q08,Describe your security awareness training program.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-93738,POL-2021373,INS-10273,Q09,Describe critical system recovery time objectives (RTO) and recovery point objectives (RPO).,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-93739,POL-2021373,INS-10273,Q10,Describe your business continuity plan for ransomware scenarios.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-93740,POL-2021374,INS-10274,Q01,Describe your incident response plan and last test date.,We have an incident response plan document. The plan is reviewed annually. We have not conducted a formal tabletop exercise in the past 18 months.,low
QR-93741,POL-2021374,INS-10274,Q02,Describe your third-party vendor risk management program.,This area is being developed. We expect to have more mature controls in place within the next 12-18 months.,low
QR-93742,POL-2021374,INS-10274,Q03,Describe your data backup strategy and recovery testing cadence.,Daily backups are performed. Backup recovery is tested when needed. RTO targets are being developed.,low
QR-93743,POL-2021374,INS-10274,Q04,"Describe MFA coverage across users, systems, and privileged accounts.",MFA is deployed for administrators and remote access. Coverage for all users is in progress.,low
QR-93744,POL-2021374,INS-10274,Q05,Describe your endpoint detection and response (EDR) deployment.,This area is being developed. We expect to have more mature controls in place within the next 12-18 months.,low
QR-93745,POL-2021374,INS-10274,Q06,Describe your patch management process and timelines for critical patches.,This area is being developed. We expect to have more mature controls in place within the next 12-18 months.,low
QR-93746,POL-2021374,INS-10274,Q07,Describe network segmentation between corporate and production environments.,This area is being developed. We expect to have more mature controls in place within the next 12-18 months.,low
QR-93747,POL-2021374,INS-10274,Q08,Describe your security awareness training program.,This area is being developed. We expect to have more mature controls in place within the next 12-18 months.,low
QR-93748,POL-2021374,INS-10274,Q09,Describe critical system recovery time objectives (RTO) and recovery point objectives (RPO).,This area is being developed. We expect to have more mature controls in place within the next 12-18 months.,low
QR-93749,POL-2021374,INS-10274,Q10,Describe your business continuity plan for ransomware scenarios.,This area is being developed. We expect to have more mature controls in place within the next 12-18 months.,low
QR-93750,POL-2021375,INS-10275,Q01,Describe your incident response plan and last test date.,"We maintain a formal incident response plan aligned with NIST SP 800-61. The plan was last tested via tabletop exercise on December 2022 with executive participation. We engage an external IR retainer with a 4-hour SLA. Playbooks exist for ransomware, BEC, and insider threat scenarios.",high
QR-93751,POL-2021375,INS-10275,Q02,Describe your third-party vendor risk management program.,"This is a mature control area with documented procedures, regular testing, and continuous improvement based on metrics and threat intelligence.",high
QR-93752,POL-2021375,INS-10275,Q03,Describe your data backup strategy and recovery testing cadence.,All production systems are backed up daily with immutable storage in a separate cloud account. Backups are encrypted with customer-managed keys. We test full restoration of tier-1 systems quarterly; last test completed March 2022 with RTO of 8 hours achieved.,high
QR-93753,POL-2021375,INS-10275,Q04,"Describe MFA coverage across users, systems, and privileged accounts.",MFA is enforced for 100% of users via FIDO2 keys or authenticator apps. Privileged access requires hardware tokens. SaaS applications are integrated via SSO with conditional access policies. Service accounts use certificate-based authentication.,high
QR-93754,POL-2021375,INS-10275,Q05,Describe your endpoint detection and response (EDR) deployment.,"This is a mature control area with documented procedures, regular testing, and continuous improvement based on metrics and threat intelligence.",high
